NRange_Upper,NRange_Lower,Feature_Limit,Score1,Score2,Score3,Score4,Score5,Time Elapsed
3,3,5000,0.9015927189988624,0.9152445961319682,0.9061433447098977,0.9106939704209329,0.9043824701195219,0:00:04
3,3,15000,0.909556313993174,0.9163822525597269,0.9106939704209329,0.9124004550625711,0.9032441661923734,0:00:04
3,3,25000,0.9089874857792947,0.9163822525597269,0.9101251422070534,0.9118316268486917,0.9038133181559477,0:00:04
3,3,35000,0.9050056882821388,0.9146757679180887,0.909556313993174,0.9129692832764505,0.9055207740466704,0:00:04
3,3,45000,0.906712172923777,0.9158134243458476,0.9129692832764505,0.9135381114903299,0.9060899260102447,0:00:04
3,4,5000,0.8998862343572241,0.9152445961319682,0.9061433447098977,0.9089874857792947,0.9032441661923734,0:00:09
3,4,15000,0.9078498293515358,0.9124004550625711,0.9072810011376564,0.909556313993174,0.9015367103016505,0:00:10
3,4,25000,0.9044368600682594,0.9118316268486917,0.9078498293515358,0.9078498293515358,0.9015367103016505,0:00:10
3,4,35000,0.9027303754266212,0.9106939704209329,0.9061433447098977,0.9055745164960182,0.8998292544109278,0:00:10
3,4,45000,0.9015927189988624,0.906712172923777,0.9044368600682594,0.9055745164960182,0.8992601024473534,0:00:10
3,5,5000,0.9021615472127418,0.9141069397042093,0.9055745164960182,0.9118316268486917,0.9026750142287991,0:00:30
3,5,15000,0.90386803185438,0.9129692832764505,0.9078498293515358,0.9106939704209329,0.9032441661923734,0:00:31
3,5,25000,0.9044368600682594,0.9124004550625711,0.9072810011376564,0.906712172923777,0.9009675583380763,0:00:31
3,5,35000,0.9027303754266212,0.9118316268486917,0.9061433447098977,0.9050056882821388,0.900398406374502,0:00:32
3,5,45000,0.9010238907849829,0.9084186575654153,0.9055745164960182,0.9055745164960182,0.8986909504837791,0:00:32
3,6,5000,0.9021615472127418,0.9158134243458476,0.9072810011376564,0.9084186575654153,0.9021058622652248,0:01:05
3,6,15000,0.90386803185438,0.9124004550625711,0.9072810011376564,0.9072810011376564,0.9021058622652248,0:01:06
3,6,25000,0.9050056882821388,0.9118316268486917,0.9072810011376564,0.9084186575654153,0.9021058622652248,0:01:06
3,6,35000,0.9015927189988624,0.9106939704209329,0.9061433447098977,0.9050056882821388,0.8998292544109278,0:01:06
3,6,45000,0.9010238907849829,0.9072810011376564,0.9050056882821388,0.9061433447098977,0.900398406374502,0:01:07
3,7,5000,0.9021615472127418,0.9141069397042093,0.9055745164960182,0.9101251422070534,0.9038133181559477,0:01:41
3,7,15000,0.9055745164960182,0.9118316268486917,0.9084186575654153,0.9078498293515358,0.9038133181559477,0:01:44
3,7,25000,0.906712172923777,0.9124004550625711,0.906712172923777,0.9078498293515358,0.9038133181559477,0:01:45
3,7,35000,0.9021615472127418,0.9118316268486917,0.906712172923777,0.9061433447098977,0.9015367103016505,0:01:49
3,7,45000,0.9021615472127418,0.906712172923777,0.9044368600682594,0.9055745164960182,0.8981217985202049,0:01:48
3,8,5000,0.9015927189988624,0.9146757679180887,0.9061433447098977,0.9084186575654153,0.9032441661923734,0:02:27
3,8,15000,0.9015927189988624,0.9118316268486917,0.9084186575654153,0.9072810011376564,0.9026750142287991,0:02:31
3,8,25000,0.9032992036405005,0.9118316268486917,0.9072810011376564,0.9072810011376564,0.9009675583380763,0:02:37
3,8,35000,0.9015927189988624,0.9118316268486917,0.9055745164960182,0.9055745164960182,0.8998292544109278,0:02:42
3,8,45000,0.9015927189988624,0.9089874857792947,0.90386803185438,0.9044368600682594,0.8986909504837791,0:02:46
3,9,5000,0.9015927189988624,0.9146757679180887,0.9061433447098977,0.9089874857792947,0.9026750142287991,0:03:16
3,9,15000,0.9044368600682594,0.9124004550625711,0.9084186575654153,0.906712172923777,0.9021058622652248,0:03:22
3,9,25000,0.9032992036405005,0.9112627986348123,0.906712172923777,0.909556313993174,0.9009675583380763,0:03:28
3,9,35000,0.9015927189988624,0.9106939704209329,0.9050056882821388,0.9044368600682594,0.8998292544109278,0:03:22
3,9,45000,0.9015927189988624,0.9078498293515358,0.9050056882821388,0.9044368600682594,0.8981217985202049,0:03:22
